"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 23 16:43:16 UTC 2026","Fri Jan 23 16:43:24 UTC 2026","8364","Gradle suite","Gradle test","org.example.tests.LoginTest","org.example.tests.LoginTest","validLoginTest","validLoginTest",""
